greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms,text_type,object_type,full_inscription_text,full_transliteration,sign_count,num_logograms,num_numerals,num_fractions,logogram_list,numeral_list,context_before_5,context_after_5,findspot_context,findspot_lat,findspot_lon,findspot_inscription_count,findspot_has_parallels,linear_b_parallels,semantic_field,context_plausibility,notes
μίνθη,minthē,mint,mintʰ,nature,MINUTU,MINU,1,1,1415,MA1a,Malia,,Uncertain,0.05,41.5,,QEDEMI,administrative,3-sided bar,𐄂 𐘚 𐘬 𐘣 𐘨 𐘿 𐘦 𐘻 𐘯 𐄁,*903 I DU WI *47 QE DE MI NU 𐄁,10,0,0,0,,,DU WI *47 QE DE,NU 𐄁,,,,18,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
μίνθη,minthē,mint,mintʰ,nature,MINUTU,MINU,1,1,1416,MA1b,Malia,,Uncertain,0.05,41.5,,QEDEMI,administrative,3-sided bar,𐘇 𐙁 𐄁 𐘨 𐘿 𐘦 𐘻 𐘯,A MA 𐄁 *47 QE DE MI NU,8,0,0,0,,,MA 𐄁 *47 QE DE,NU,,,,18,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
μίνθη,minthē,mint,mintʰ,nature,MINUTU,MITETU,1,1,1631,ZA20,Zakros,stone,LM IB,0.05,41.5,,SEMI,religious,stone vessel,𐝫 𐝫 𐘬 𐘙 𐘍 𐘈 𐝫 𐝫 𐘻 𐝫 𐄁 𐄊 𐘤 𐘃 𐘹 𐄇 𐘤 𐘹 𐄌 𐘃 𐙌 𐄐 𐄈 𐘘 𐙁 𐘳 𐘈 𐄉 𐙂 𐘴 𐄙 𐄒 𐝫,𐝫 DU RE ZA SE MI ? 𐄁 4 ? TE TU ? SI TU 6 TE AROM 12 RU MA TA SE ? KU RA 130 ? ta? ? 𐄙 𐄒 𐝫,33,0,0,0,,,𐝫 DU RE ZA SE,"
 𐄁 4 
 TE",,,,53,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
σίναπι,sinapi,mustard,sinap,nature,SINAPU,SINA,1,1,1174,KH40,Khania,clay,LM IB,0.05,36.5,,𐝫SINA,administrative,tablet (page-shaped),𐝫 𐝫 𐘤 𐘅 𐝫 𐝫,𐝫 SI NA ? 𐝫 𐝫,6,0,0,0,,,𐝫,"NA 
 𐝫 𐝫",,,,226,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
σίναπι,sinapi,mustard,sinap,nature,SINAPU,SINA,1,1,1450,PE1,Petras,clay,Uncertain,0.05,36.5,,SINAKU,administrative,tablet (page-shaped),𐘉 𐘾 𐘙 𐘇 𐘈 𐘤 𐘅 𐙂 𐘂 𐘭 𐙇 𐄔 𐝫 𐛭 𐄑 𐄌 𐝆 𐘡 𐘾 𐝫 𐙇 𐄖 𐄈 𐛭 𐄒 𐄌,U KA RE A SE SI NA KU PA RI VIR+[?] 50 ? 26 ¹⁄₂ ? E VIR+[?] 72 ? GRA+PA 36 𐄈 [?] 𐄒 𐄌,26,3,0,0,26; 𐛭; E; 𐝆; [?],,U KA RE A SE,NA KU PA RI VIR+[?],,,,12,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
σίναπι,sinapi,mustard,sinap,nature,SINAPU,SIPU,1,1,1095,HTZb161,Haghia Triada,pottery/ceramic,LM IB,0.05,36.5,,SIPUai?,religious,Clay vessel,𐝫 𐘤 𐘫 𐝫,SI PU ai? 𐝫,4,0,0,0,,,,PU ai? 𐝫,,,,49,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κρόκος,krokos,saffron,krok,nature,KURUOKU,KURUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KISE1QE,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,1 QE SU PU 1,RU KU 1 A RA,,,,42,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ῥόδον,rhodon,rose,wrod,nature,WARODU,SARODU,1,1,25,HT19,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁TE𐄁,administrative,tablet (page-shaped),𐘴 𐙐 𐘠 𐄁 𐘃 𐄁 𐙍 𐄒 𐘞 𐘁 𐄋 𐝆 𐘬 𐘋 𐘆 𐄓 𐄉 𐝆,RA *164 TI 𐄁 TE 𐄁 VIN 30 SA RO 5 ¹⁄₂ DU ME DI 43 ¹⁄₂ vase,18,2,0,0,¹⁄₂; 𐝆; vase,,𐄁 TE 𐄁 VIN 30,RO 5 ¹⁄₂ DU ME,,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
ῥόδον,rhodon,rose,wrod,nature,WARODU,WADU,1,1,7,HT6b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,WADUNI,administrative,tablet (page-shaped),𐘮 𐘬 𐘝 𐘻 𐄉 𐝅 𐘴 𐘠 𐘈 𐄇 𐙁 𐘭 𐘙 𐘚 𐄉 𐘬 𐘀 𐙁 𐄕 𐄌 𐘀 𐘸 𐄉 𐝃 𐘞 𐙁 𐄒 𐄋 𐘰 𐘝 𐘅 𐄐 𐄍 𐝆,WA DU NI MI 3 ≈ ? RA TI SE ? MA RI RE I ? DU DA MA 66 DA KI 3 ¹⁄₄ SA MA 35 ? NI NA 17 ¹⁄₂ 𐄍 vase,34,3,0,0,≈; 𐝅; ¹⁄₄; 𐝃; vase; 𐝆,,,DU NI MI 3 ≈,,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
ῥόδον,rhodon,rose,wrod,nature,WARODU,WADU,1,1,1380,KNZa10,Knossos,stone,LM IA,0.05,41.5,,𐄁DA,religious,stone vessel,𐝫 𐘳 𐘯 𐘕 𐘠 𐄁 𐘱 𐘞 𐘞 𐘴 𐙁 𐘅 𐄁 𐘀 𐘮 𐝫 𐄁 𐝫 𐘬 𐘮 𐘄 𐄁 𐘚 𐘱 𐝫,TA NU MU TI 𐄁 JA SA SA RA MA ? 𐄁 DA WA 𐄁 DU WA TO 𐄁 I JA 𐄁 ru ? 𐝫,25,0,0,0,,,"RA MA 
 𐄁 DA",𐄁 DU WA TO 𐄁,,,,59,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
ῥόδον,rhodon,rose,wrod,nature,WARODU,WADU,1,1,1617,ZA10b,Zakros,stone,Uncertain,0.05,41.5,,WA2,religious,stone vessel,𐘮 𐚖 𐄈 𐘬 𐘙 𐘍 𐘈 𐙎 𐄋 𐘉 𐘪 𐄌 𐙁 𐘍 𐄋 𐙁 𐘸 𐘦 𐘃 𐄋 𐘞 𐙁 𐄋 𐘇 𐘦 𐄊 𐘇 𐘻 𐘳 𐄉 𐘽 𐘁 𐘙 𐄈 𐘂 𐘱 𐘙 𐄇 𐘾 𐙂 𐘗 𐘃 𐝆 𐘳 𐄈 𐘬 𐄇 𐝫,WA *362 2 DU RE ZA SE *131B 5 U *49 6 MA ZA 5 MA KI DE TE 5 SA MA 5 A DE 4 A MI TA 3 RA₂ RO RE 2 PA JA RE 1 KA KU NE TE ¹⁄₂ TA 2 DU 1 𐝫,48,2,0,0,*362; 𐚖; ¹⁄₂; 𐝆,,,*362 2 DU RE ZA,,,,53,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: religious
ῥόδον,rhodon,rose,wrod,nature,WARODU,WAADU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DERU20,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,DE RU 20 QA RA₂,10 — A DU 𐄁,,,,42,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ῥόδον,rhodon,rose,wrod,nature,WARODU,RODU,1,1,136,HT108,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,70—,administrative,tablet (page-shaped),𐘸 𐘙 𐘳 𐘅 𐙇 𐄇 𐛶 𐄖 — 𐘆 𐘅 𐘁 𐄈 𐘬 𐘲 𐘝 𐄋 𐝫 𐄁 𐝫 𐘽 𐘠 𐄐 𐘶 𐝫 𐝫,KI RE TA NA VIR+[?] 1 GRA+H 70 — DI NA RO 2 DU SU NI 5 ? RA₂ TI 10 ? JU 𐝫 𐝫 𐝫,26,0,0,1,,GRA+H,GRA+H 70 — DI NA,2 DU SU NI 5,,,,42,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
δάφνη,daphnē,laurel,dapʰn,nature,DAPUNU,DANU,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,DU20,administrative,tablet (page-shaped),𐘾 𐝫 𐝫 𐛗 𐄁 𐙂 𐘰 𐘅 𐘹 𐄑 𐝫 𐝫 𐘬 𐄑 𐝫 𐘉 𐝫 𐝫 𐘢 𐄐 𐘸 𐘀 𐘁 𐝫 𐝫 𐄋 𐝫 𐘻 𐘯 𐘻,KA ]TU+RO 𐄁 ? KU NA TU 20 ? DU 20 U ? PI 10 KI DA ? 5 ? NU MI ro 𐝫 𐝫 𐄋 𐝫 ? ? ?,30,1,0,0,𐛗,,"U 
 PI 10 KI","
 5 
 NU MI",,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
δάφνη,daphnē,laurel,dapʰn,nature,DAPUNU,DAMINU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,1KURO,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,KO SA I TI 1,MI NU 1 DA NE,,,,16,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κυπάρισσος,kyparissos,cypress,kuparis,nature,KUPARISU,KUPARI,1,1,1450,PE1,Petras,clay,Uncertain,0.05,36.5,,KUPARIVIR+[?],administrative,tablet (page-shaped),𐘉 𐘾 𐘙 𐘇 𐘈 𐘤 𐘅 𐙂 𐘂 𐘭 𐙇 𐄔 𐝫 𐛭 𐄑 𐄌 𐝆 𐘡 𐘾 𐝫 𐙇 𐄖 𐄈 𐛭 𐄒 𐄌,U KA RE A SE SI NA KU PA RI VIR+[?] 50 ? 26 ¹⁄₂ ? E VIR+[?] 72 ? GRA+PA 36 𐄈 [?] 𐄒 𐄌,26,3,0,0,26; 𐛭; E; 𐝆; [?],,RE A SE SI NA,"PA RI VIR+[?] 50 
",,,,12,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
ἐλαία,elaia,olive (tree),elai,nature,ERAI,DARAI,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB,0.467,39.0,"OLE+U,GRA,OLE",2,administrative,tablet (page-shaped),𐘇 𐘤 𐘱 𐘾 𐄁 𐘱 𐘐 𐄁 𐛱 𐄋 𐜋 𐄈 𐜓 𐝆 𐜗 𐄇 𐜖 𐝉 𐘞 𐘽 𐜉 𐄇 𐘝 𐄈 𐙍 𐄉 𐛧 𐙍 𐄌 𐘇 𐘘 𐘀 𐘴 𐙉 𐄋 𐙘 𐄈 𐜉 𐄉 𐘚 𐘳 𐘱 𐜉 𐄐,A SI JA KA 𐄁 JA *21F 𐄁 GRA+QE 5 OLE+U 2 OLE+KI ¹⁄₂ OLE+MI 1 OLE+TU 𐝉 SA RA₂ OLE+DI 1 NI 2 VIN 3 VIR+KA VIN 6 A RU DA RA GRA 5 *304 2 OLE+DI 3 I TA JA OLE+DI 10,44,3,0,5,¹⁄₂; 𐝆; 𐝉; VIR+KA; 𐛧,GRA+QE; OLE+U; OLE+KI; OLE+MI; OLE+TU; OLE+DI; OLE+DI; OLE+DI,VIR+KA VIN 6 A RU,RA GRA 5 *304 2,,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); above-average semantic score; 3 logogram(s) present; text: administrative
ἐλαία,elaia,olive (tree),elai,nature,ERAI,ENAI,1,1,1140,KH7a,Khania,clay,Uncertain,0.05,26.5,,KI*3344,administrative,tablet (page-shaped),𐝫 𐘗 𐝫 𐄁 𐝫 𐘸 𐙺 𐄊 𐜙 𐄇 𐝫 𐝫 𐘚 𐜚 𐝇 𐘡 𐘅 𐘤 𐄁 𐛪 𐄐 𐜙 𐝆 𐘚 𐘱 𐘂 𐘋 𐄁 𐘳 𐘳 𐄁 𐘌 𐘠 𐘸 𐛪 𐄊 𐜙 𐝁 𐘈 𐙙 𐄁 𐙂 𐝫 𐄁 𐝫 𐘺 𐘡 𐛪 𐝫 𐄐 𐄎 𐜙 𐄇 𐝕 𐝉 𐝫 𐝫 𐝁 𐝌 𐝫,NE 𐄁 KI *334 4 ? CYP+D 1 I CYP+E ¹⁄₁₆ E NA SI 𐄁 10 ? CYP+D ¹⁄₂ ? I PA ME TA TA 𐄁 ? QA TI KI VIR+*313b ? CYP+D ¹⁄₃ ? SE 𐄁 ? 𐄁 KO E 18 ? CYP+D 1 𐝕𐝉𐝫 ? 𐝫𐝁𐝌 ? 𐝫 𐄎 weigh G 𐄇 [?] vase 𐝫 𐝫 vase vase 𐝫,60,10,0,0,𐄁; 𐝇; 𐛪; ME; 𐝆; 𐝁; 𐝫𐝁𐝌; [?]; 𐝕; vase; 𐝉; vase; vase; 𐝌,I; SI; PA; 𐄁; weigh G,CYP+D 1 I CYP+E ¹⁄₁₆,"NA SI 𐄁 10 
",,,,226,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 10 logogram(s) present; text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KUARA,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,1QESU,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,1 QE SU PU 1,RU KU 1 A RA,,,,42,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,MINARA,1,1,1407,KNZf31,Knossos,metal,Uncertain,0.05,36.5,,NE𐄁QA,religious,metal object,𐝫 𐘤 𐝫 𐘤 𐘍 𐘗 𐙠 𐄁 𐘀 𐘬 𐘻 𐘗 𐄁 𐘌 𐘻 𐘨 𐘅 𐘴 𐄁 𐘇 𐘮 𐘢 𐄁 𐘃 𐘲 𐘦 𐘈 𐘥 𐘚 𐄁 𐘇 𐘀 𐘴 𐄁 𐘠 𐘆 𐘃 𐘌 𐘠 𐄁 𐘳 𐘞 𐘍 𐄁 𐘳 𐘃 𐘚 𐘥 𐘍 𐘙 𐄁,SI SI ZA NE *310 𐄁 DA DU MI NE 𐄁 QA MI *47 NA RA 𐄁 A WA PI 𐄁 TE SU DE SE KE I 𐄁 A DA RA 𐄁 TI DI TE QA TI 𐄁 TA SA ZA 𐄁 TA TE I KE ZA RE 𐄁 ne 𐄁,51,0,0,0,,,NE *310 𐄁 DA DU,NE 𐄁 QA MI *47,,,,59,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,MANARA,1,1,43,HT31,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,10,administrative,tablet (page-shaped),𐄁 𐝫 𐘠 𐘞 𐄁 𐘫 𐘺 𐄁 𐚪 𐝫 𐝫 𐄋 𐚢 𐘌 𐘰 𐄐 𐚯 𐘲 𐘫 𐄐 𐝫 𐚰 𐘾 𐘁 𐘰 𐄐 𐘞 𐘱 𐙁 𐄒 𐝫 𐝫 𐄐 𐘸 𐘦 𐙁 𐙯 𐘅 𐚢 𐄜 𐚢 𐘲 𐘰 𐘴 𐄛 𐚢 𐘂 𐘳 𐘿 𐄤,𐄁 TI SA 𐄁 PU KO 𐄁 *410 VS 𐝫 5 ? QA PA₃ 10 ? VS SU PU 10 *416 VS KA RO PA₃ 10 SA JA MA 30 ? ? KI MA *323 NA ? *815 ? *815 PA₃ RA 300 ? *815 TA QE 3000 ? 𐄤,50,7,0,0,VS; 𐚪; QA; 𐚢; VS; 𐚯; VS; 𐚰; PA₃; TA,,RO PA₃ 10 SA JA,"30 
 
 KI MA",,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 7 logogram(s) present; text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KUNA,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,]TU+RO𐄁,administrative,tablet (page-shaped),𐘾 𐝫 𐝫 𐛗 𐄁 𐙂 𐘰 𐘅 𐘹 𐄑 𐝫 𐝫 𐘬 𐄑 𐝫 𐘉 𐝫 𐝫 𐘢 𐄐 𐘸 𐘀 𐘁 𐝫 𐝫 𐄋 𐝫 𐘻 𐘯 𐘻,KA ]TU+RO 𐄁 ? KU NA TU 20 ? DU 20 U ? PI 10 KI DA ? 5 ? NU MI ro 𐝫 𐝫 𐄋 𐝫 ? ? ?,30,1,0,0,𐛗,,"KA ]TU+RO 𐄁 
","NA TU 20 
 DU",,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KUNA,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,36.5,,NU𐄁JU,unknown,Inked inscription,𐘟 𐘠 𐘭 𐘇 𐘆 𐘀 𐘸 𐘠 𐘂 𐙂 𐄁 𐘝 𐘱 𐘯 𐄁 𐘶 𐙂 𐘅 𐘂 𐙂 𐘯 𐘉 𐝫 𐘚 𐙀 𐄁,*34 TI RI A DI DA KI TI PA KU 𐄁 NI JA NU 𐄁 JU KU NA PA KU NU U I ZU 𐄁 𐄁,26,0,0,0,,,NI JA NU 𐄁 JU,NA PA KU NU U,,,,59,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1)
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KUNA,1,1,1624,ZA15a,Zakros,stone,Uncertain,0.05,36.5,,*47KUNA,religious,stone vessel,𐘨 𐙂 𐘅 𐘞 𐙍 𐘿 𐘤 𐙀 𐘡 𐄔 𐄍 𐘚 𐘠 𐘝 𐘞 𐄐 𐘋 𐙍 𐘻 𐘍 𐘈 𐄉 𐘛 𐘯 𐙁 𐘙 𐄌 𐘤 𐘢 𐘸 𐄈 𐝆 𐘱 𐘞 𐘕 𐄋 𐘞 𐘻 𐘀 𐘡 𐄊 𐚗 𐘥 𐙁 𐘈 𐄋,*47 KU NA SA VIN QE SI ZU E 57 ? TI NI SA 10 ? VIN ? ZA SE 3 ? NU MA RE 6 ? PI KI 2 ¹⁄₂ ? SA MU 5 ? MI DA E 4 ? KE MA SE 5 𐄋,46,2,0,0,𐝆; KE; 𐚗,,*47,NA SA VIN QE SI,,,,53,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: religious
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KURA,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,51RE,administrative,tablet (page-shaped),𐘠 𐘝 𐘳 𐄁 𐙛 𐄁 𐙇 𐄘 𐝫 𐄔 𐙅 𐄔 𐄇 𐘙 𐄑 𐝫 𐘚 𐘻 𐘞 𐘴 𐄓 𐄉 𐝫 𐘿 𐄑 𐄇 𐘸 𐘀 𐝫 𐝫 𐘸 𐙠 𐄁 𐙂 𐙙 𐝫 𐝫 𐘞 𐘴 𐘆 𐄋 𐙇 𐄓 𐄈 𐙂 𐘁 𐄛 𐄒 𐄋 𐙗 𐄏 𐝕 𐝁 𐘝 𐄐 𐝁 𐙍 𐄍,TI NI TA 𐄁 *307 𐄁 VIR+[?] 90 50 ? 51 ? RE ? I SA RA 43 ? QE 21 ? DA ? KI *310 KU *305 ? RA DI 5 ? VIR+[?] 42 ? RO 335 ? CYP 9 ? NI 10 ? VIN 7 𐄒 𐄋 ? 𐄏 [?] vase pu 𐄐 vase ka 𐄍,58,3,0,0,[?]; 𐝕; vase; 𐝁; vase,,"
 DA 
 KI *310","*305 
 RA DI 5",,,,96,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KURA,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,SU1MI,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,SU 1 MI TU 1,RA MU 1 MA RU,,,,16,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KURA,1,1,1631,ZA20,Zakros,stone,LM IB,0.05,36.5,,TU6TE,religious,stone vessel,𐝫 𐝫 𐘬 𐘙 𐘍 𐘈 𐝫 𐝫 𐘻 𐝫 𐄁 𐄊 𐘤 𐘃 𐘹 𐄇 𐘤 𐘹 𐄌 𐘃 𐙌 𐄐 𐄈 𐘘 𐙁 𐘳 𐘈 𐄉 𐙂 𐘴 𐄙 𐄒 𐝫,𐝫 DU RE ZA SE MI ? 𐄁 4 ? TE TU ? SI TU 6 TE AROM 12 RU MA TA SE ? KU RA 130 ? ta? ? 𐄙 𐄒 𐝫,33,0,0,0,,,"RU MA TA SE 
","RA 130 
 ta? ?",,,,53,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,KURA,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB,0.05,36.5,,KURA*131B,administrative,tablet (page-shaped),𐘤 𐘀 𐘃 𐙂 𐘴 𐙎 𐄋 𐘇 𐘤 𐘀 𐘄 𐘚 𐄐 𐄈 𐙀 𐙕 𐘈 𐘦 𐘐 𐙈 𐄌 𐘇 𐘲 𐘫 𐘮 𐄊 𐘘 𐘻 𐝫 𐝫,SI DA TE KU RA *131B 5 A SI DA TO I 12 ? *301 SE DE *21F *118 6 ? SU PU WA 4 ? MI ? 𐝫 𐝫,30,0,0,0,,,SI DA TE,RA *131B 5 A SI,,,,15,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κυνάρα,kynara,artichoke,kunara,nature,KUNARA,NARA,1,1,1109,IOZa2,Iouktas,stone,Uncertain,0.05,36.5,,MA𐄁,religious,stone vessel,𐘇 𐘳 𐘚 𐙕 𐘮 𐘱 𐄁 𐘱 𐘆 𐘸 𐘹 𐄁 𐘱 𐘞 𐘞 𐘴 𐝫 𐘋 𐄁 𐘉 𐘅 𐘾 𐘅 𐝫 𐘤 𐝫 𐄁 𐝫 𐘚 𐘢 𐘅 𐙁 𐄁 𐘤 𐘘 𐘃 𐄁 𐘳 𐘅 𐘴 𐘃 𐘉 𐘠 𐘯 𐄁 𐘚 𐝫 𐄁,A TA I *301 WA JA 𐄁 JA DI KI TU 𐄁 JA SA SA RA ME 𐄁 U NA KA NA SI 𐄁 I PI NA MA 𐄁 ? SI RU TE TA NA RA TE U TI NU 𐄁 I 𐄁 ? 𐄁 ru 𐝫 𐄁,48,0,0,0,,,"
 SI RU TE TA",RA TE U TI NU,,,,16,no,,unknown,category 'nature' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
